Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014944PAP_Slot1-12_1_3201.d	TU014945PAP_Slot1-11_1_3202.d	TU014946PAP_Slot1-10_1_3203.d	TU014947PAP_Slot1-09_1_3204.d	TU014948PAP_Slot1-08_1_3205.d	TU014949PAP_Slot1-07_1_3206.d	TU014950PAP_Slot1-06_1_3207.d	TU014951PAP_Slot1-05_1_3208.d	TU014952PAP_Slot1-04_1_3209.d	TU014953PAP_Slot1-03_1_3210.d	TU014954PAP_Slot1-02_1_3211.d	TU014956PAP_Slot1-24_1_3213.d	TU014957PAP_Slot1-23_1_3214.d	TU014958PAP_Slot1-22_1_3215.d	TU014959PAP_Slot1-21_1_3216.d	TU014960PAP_Slot1-20_1_3217.d	TU014961PAP_Slot1-19_1_3218.d	TU014962PAP_Slot1-18_1_3219.d	TU014963PAP_Slot1-17_1_3220.d	TU014964PAP_Slot1-16_1_3221.d	TU014965PAP_Slot1-15_1_3222.d	TU014966PAP_Slot1-14_1_3223.d	TU014967PAP_Slot1-13_1_3224.d	TU014968PAP_Slot1-36_1_3225.d	TU014969PAP_Slot1-35_1_3226.d	TU014973PAP_Slot1-31_1_3227.d	TU014974PAP_Slot1-30_1_3228.d	TU014975PAP_Slot1-29_1_3229.d	TU014976PAP_Slot1-28_1_3230.d	TU014977PAP_Slot1-27_1_3231.d	TU014978PAP_Slot1-26_1_3232.d	TU014979PAP_Slot1-25_1_3233.d	TU014980PAP_Slot1-34_1_3234.d	TU014981PAP_Slot1-33_1_3235.d	TU014982PAP_Slot1-32_1_3236.d
Q8WVC6	Q8WVC6	DCAKD_HUMAN	DCAKD	Dephospho-CoA kinase domain-containing protein	10242.4	8144.84	7481.21		5257.58		5631.6	8582.49		4945.49	4755.2		18009.8		24628.2	21285.8		14072.3	17736.3	15744.2	20427.2	9453.67	11953.1	21192.3	17653.8	21203.3	24083.7	23664.6	18810.9	20009.2	18018.2	17424.6	24121	24390	21080.7
Q8WVV4	Q8WVV4	POF1B_HUMAN	POF1B	Protein POF1B	14751.8	3198.55	15325	5466.54	12494.7	3237.63	22395.8	5347.68	7127.38	7728.09	14056.7	3971.86	3077.95	2259.02	6515.36	5007.78		7201.57	6992.15	8271.49	2365.09	8906.73	6950.88	2861.35	7394.4	3030.69	6351.15	9765.75	1289.31	1150.63	2492.74	1862.79	2775.94	3032.53	3139.48
Q8WVV9	Q8WVV9	HNRLL_HUMAN	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	1211.97	1614.95	2001.13		1065.64		2573.08			1269.99		2425.75	2782.25	2524.1	2608.65	2199.39	2058.81	1976.1	2608.83	2123.01	1860.29	1406.25	1862.29	2317.39	2432.02	2372.06	1865.61	1884.25	2123.53	1935.03	2319.43	2067.61	1795.23	1861.37	2063.55
Q8WVY7	Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1									2235.69			6103.12	5016.57	5542.94	5916.29	4433.38		5493.53	6265.08					6440	6881.74	6095.52	6783.74	7604.41	5934.41	6536.88	6008.55	6362.93	6456.89	7240.44	6332.04
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	8647.44	10271.6	8475.92	11844.3	9439.11	11077.4	7605.32	12698.2	9839.14	8956.58	8030.23	3851.59	3415.09	3996.48	3837.81	8829.6	7978.13	13105.4	8677.02	9772.09	9990.71	7871.94	11148.7	3224.45	3147.19	3371.46	3502.49	3401.2	3284.24	3350.03	3969.55	3134.3	3716.24	3280.85	5565.89
Q8WWH5	Q8WWH5	TRUB1_HUMAN	TRUB1	Probable tRNA pseudouridine synthase 1		2430.2		3229.97				3512.14		2702.09		4214.88	2930.76	3742.86	4798.21		4007.81	2767.67	3154.57	4071.16	2366.81		3217.94	4172.46	4426.65	3765.84	4797.1	5203.03	3985.28	4143.62	3491.03	3670.17	3786.77	3714.31	3446.48
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	10125.9	8214.22	9294.82	13924.9	13815	18137.7	16695.8	12304.2	9697.29	11170.8	16176	5649.97	5165.13	4994.5	4389.15	7982.52	6303.86	6241.64	9459.26	6905.92	5694.38	5973.88	7148.32	5906.02	5662.44	4667.85	5531.07	4621.8	4582.2	6097.73	5444.86	5451.47	5217.71	4900.21	4624.36
Q8WWY3	Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	8590.39	7504.07	6663.37	7339.17	7671.71	6224.22	7464.03	5386.64	4769.91	6640.45		10694.2	9930.41	10178.6	11119.8	10048	9643.85	9485.2	9102.28	8518.42	9116.79	7769.29	7269.11	9708.53	9374.98	9440.58	9816	11030.6	9569.88	9109.22	10481.2	10636.6	10014.2	9873.65	9101.77
Q8WX92	Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	5692.39	6210.97	3992	6223.49	3506.39	5950.74	3779.38	7800.31	2181.23	2403.8	3670.52	5647.6	5675.97	6262.52	5920.67	8705.22	8867.84	5851.25	5999.81	5102.49	9526.27	5372.04	5361.54	5906.51	5545.56	5745.27	6229.99	5540.38	5272.28	5776.78	5871.19	5374.44	5268.3	5444.53	4943.55
Q8WX93	Q8WX93	PALLD_HUMAN	PALLD	Palladin		2886.95	2932.18	4047.41				2431.63		1974.54		5453.63	5407.46	5523.5	6241.33	4042.37	4323.88	3991.28	4935.83	2904.06	3449.02	3822.78	5544.11	5793.5	5858.52	5383.31	5595.11	5849.2	6385.56	5342.83	6307.13	5579.72	5871.41	5734.9	5633.38
Q8WXA9	Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	4196.72	2982.53	2370.72		3323.67	4421.2	6287.73	4810.25	5481.96	4537.85	8431.03	4289.22	4279.24	3416.79	3966.67	3642.23	3936.38	5307.52		4402.89	4024.87	4675.76	5854.44	3886.53	4388.55	4068.51	4279.28	4932.76	4200.45	4825.44	4283.53	4462.99	4620.47	4250.71	4150.28
Q8WXF1	Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	11598.3	16249.4	12708.6	14957.2	11271.1	12599.7	12921.8	14192.8	14581.5	12648.9	25925	16963.9	16855	16557	16744.7	19422.6	18543.6	17404.4	14528.6	15459.9	17157.6	15248.3	16294.6	15219.6	17266.7	15869.3	15728.7	16686.6	15341.6	14417.6	16948.6	15943.2	15719.9	15857.6	17001.6
Q8WXW3	Q8WXW3	PIBF1_HUMAN	PIBF1	Progesterone-induced-blocking factor 1	19185.3	19090.2	20046.2	22988	21906.7	19885.3	18051.7		22794.4	19191.7	18618.5	6051.87	6330.12	6547.09	9803.71	14728	17292.5	16904.5	16107.8	17803.4	17960.3	15813.1	13025	7509.37	6287.83	7018.58	7869.83	6815.85	6667.16	9472.18	6577.22	6968.87	7776.96	7225.02	7663.47
Q8WXX5	Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9		2164.36						3165.83				3101.61	3729.42	4046.39	3405.53	2929.78	2227.62	4281.93	4058.11	4118.01		3449.59		4278.51	3420.79	3287.54	4233.3	4163.54	3670.02	3602.05	4147.45	4972.87	3415.75	3459.8	2883.31
Q8WYA6	Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1	4999.55	4808.18	5055.01	2482.56	4605.13	2978.9	4730.68	5109.45	3564.79	3547.5	3512.08	7083.35	5996.4	5784.12	6009.03	5827.51	4247.5	4126.43	6335.04	4427.05	4184.48	2965.03	4724.09	7095.67	6043.04	6595.9	6504.34	6178.35	6798.89	5445.65	6938.66	6455.86	6045.11	6629.53	6723.07
Q92466	Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2		2526.22	2190	2894.36	1333.94	4881.03		3103.6	2407.11			3874.56	3821.28	3812.44	3690.31	3389.55	3343.14	4073.3	5363.76	4350.8		2664.2	3344.38	2663.42	3776.3	3287.16	3577.44	3838.74	3531.91	3520.28	3650.15	3831.69	3044.24	3439.49	4027.71
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	30688	25397	25919.5	18657.6	22005.3	19975.9	19412.1	23188.8	23626.2	19741.6	16049.8	43583.4	44517.1	45446.8	45572.1	44670.8	42428.1	40617.6	43394.5	47777.8	31412.4	36129.2	32754.3	46829.9	46741.2	48778.5	44969.2	42153.2	47371.3	50924.7	44552	48678.9	44899.2	47031.8	42489.8
Q92522	Q92522	H1X_HUMAN	H1FX	Histone H1x	10288.2	19158.1	14160	11901.2	8132.29	28621.8	10088.7	11826.1	13868.9	11403.2	7477.43	17733.4	17185.1	13155.7	14382.7	13818.7	15088.8	19324.1	11430.6	20274.4	29488.2	12976.7	17500.1	11849.8	14852.3	11779.7	14581.1	14265.1	11854	13935.2	14409.9	12068	15184.5	15459.1	11672.4
Q92526	Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2		20468.9	11478.5				7587.48	10996.7	10367.3	5739.43		7050.15	22045.7	6953.78	9900.59	20011.2	18494.5	16494.8			18867.7		15890.1	25545.4	9721.86	10461.8	12699.7	14846.2	9695.54	14028.4	10373.2	10217.6	11263.1	10717.2	10546.4
Q92538	Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1		7307.06	7037.47			7725.35						6958.84	8245.05	7959.45	7847.8	11154.2	8418.22	9281.01	12785.9	9567.44	10147.2	7721.03	9451.13	7472.48	8431.35	8654.27	8980.96	7694.58	8218.74	8888.96	8425.01	7445.46	8182.49	7024.79	9396.36
Q92541	Q92541	RTF1_HUMAN	RTF1	RNA polymerase-associated protein RTF1 homolog	5148.61	2528.99	4353.81			4056.23		5855.56	2985.11			6427.18	6045.33	6432.32	6579.58	4956.56	6730.78	4629.73	3875.9	4096.21	3777.78	3832.23	5595.32	6893.4	7300.8	6178.35	5466.4	5987.64	6879.03	8991.04	6689.45	7009.77	6185.82	6476.25	5488.23
Q92547	Q92547	TOPB1_HUMAN	TOPBP1	DNA topoisomerase 2-binding protein 1										3156.31		1328.89	2221.03	1210.57	2412.27									2771.39	2003.43	1806.54	1960.86	2152.23	2189.39	1808.56	1764.83	1717.66	1569.5	2568.73	2371.96
Q92556	Q92556	ELMO1_HUMAN	ELMO1	Engulfment and cell motility protein 1		1212.61	1409.51					1298.4	1092.5			1824.03	1697.98	1901.63	1438.17	2296.58	2284.96	1602.34	1316.74			1578.51	2035.4	1843.86	1681.58	1529.55	1906.97	1484.99	1923.7	1304.4	1547.52	1651.67	1896.33	1428.86	1298.93
Q92562	Q92562	FIG4_HUMAN	FIG4	Polyphosphoinositide phosphatase												863.62	955.866	984.626	1067.51	1249.79									1161.38	905.922		667.362	930.439	914.453	999.54	947.21	1373.95	732.532	1058.26
Q92572	Q92572	AP3S1_HUMAN	AP3S1	AP-3 complex subunit sigma-1	8749.39	10462.8	10373.4	9301.14	8537.34	5633.31	7784.25	8932.7			7380.33	11741	11319.4	12431.5	12874.2	13466.6	18441.5	12557.1		12643.6	9023.97	12413.2	9343.82	10023.9	10177.2	10741.7	10508.6	10223.8	10425.7	11862.9	10662.9	8995.11	12724.8	13336.8	11819.4
Q92597	Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	5862.88	4737.02	6409.25	7711.6	6132.43	8862.01	5413.8	13035.9	9162.58	7334.99	6017.95	1750.61	1602.03	1583.32	1168.53	4241.06	5260.2	5350.08	5633.45	5706.34	6079.52	5846.04	6256.12	1386.97	1309.05	1574.87	1290.52		1350.52	1428.15	1477.81	1722.92	1437.64	1085.59	2897.08
Q92598	Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	11842.5	13257.4	7447.04	8689.68	7731.63	4462.77		5958.8	5690.46	6699.09		6135.82	6214.85	6553.95	6230.54	9927.87	10665.3	14662.4	10618.1	9532.77	9736.39	9887.03	9473.56	6311.23	6028.49	5755.94	6932.6	7238.71	5658.27	5502.91	6654.08	5714.1	7570.75	6411.42	15460.8
Q92599	Q92599	SEPT8_HUMAN	SEPT8	Septin-8	5884.75	4921.58	4169.13		3611.35		5131.88		3595			2946.92	2740.58	2859.94	4883.95	4670.74	4010.17	3107.57	1804.87			3493.01	3939.72	2831.61	3290.08	3607.45	2774.27	3251.29	3146.08	3333.06	3811.87	2760.44	2538	2679.19	3210.69
Q92600	Q92600	CNOT9_HUMAN	CNOT9	CCR4-NOT transcription complex subunit 9		1866.79	2965.2	2796.37	2446.31	2554.67			2778.98			6495.27	6405.81	5925.01	5605.58	4115.09	3442.59	3321.75	3863.27	3351.15	2450.42	3191.17	3585.64	6776.77	6561.83	6521.5	6685.14	5357.07	5988.26	6585.82	5964.1	6608.07	6390.36	5419.6	5766.62
Q92614	Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa									2433.5	3406.44		3608.18	3724.55	3901.71	3873.33	2835.91	2048.74		4289.54		2688.61		4274.1	3702.47	3389.53	3176.97	4142.7	4518.4	3937.67	3124.17	4403.4	3926.19	3690.98	3423.69	3760.17
Q92615	Q92615	LAR4B_HUMAN	LARP4B	La-related protein 4B	2370.77											1011.23	1353.25	1134.35	1535.75	1691.75	1960.92	1183.38	1996.03					1360.6	1252.47	1187.18	1217.5	1159.37	1607.12	1821.11	1404.15	1392.61	1431.59	1096.92	1946.63
Q92616	Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	12724.1	9064.48	9170.86	9075.86	7002.49	6974.41	8174.73	6804.97	5364.66	3599.18	5746.14	17941.2	17545.3	17992.2	18527	16495.6	16947.8	14002.8	15055.9	14321.3	13650.4	12613.1	10835.3	18078.4	18125.9	18027.8	17689.9	17467.5	18420.9	20070.6	18508.8	19633.1	17768.3	18435.5	16148.8
Q92620	Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	4871.52	4778.84	5197.89	3781.13		4062.96	4784.35	3605.35	4254.13	3523.38		6242.52	5744.42	5781.69	6602.97	6589.3	5093.71	5582.73	6287.62	5415.58	5505.2	5445.57	2805.37	6179.23	5946.94	6541.47	6271.74	5658.82	6123.53	5817.7	5744.57	5770.05	6565.72	6326.65	5571.93
Q92621	Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205	3358.87	3305.6	3396.89	3405.82	4333.9	5617.19	3200.08	4903.31	4206.19	3898.3	3399.23	1814.88	1627.94	1304.06	1451.32	3387.95	2948.28	3262.75	2188.36	1967.92	4481.36	2535.41	3218.03	1325.04	1581.81	1927.52	1756.63	2299.86	1783.38	1339.04	1374.65	1282.97	1705.1	1273.01	1473.65
Q92625	Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A		1094.28										837.849	1147.54	1322.44	1856.65					526.468				994.724	1656.2	1198.27	1482.83	1201.96	1266.93	1741.33	812.789	1007.31		1044.12	888.036
Q92734	Q92734	TFG_HUMAN	TFG	Protein TFG	9334.88		7629.47	7012.69	6152.08	8454.19	8289.21	6693.51	6562.49	5689.27	10586.8	5291.85	3819.37	4212.1	4268.84	8073.36	6569.5	5855.9	6862.21	7083.47	7816.52	7085.03	6419.42	4855.82	3818.72	4932.35	4353.88	5255.98	4856.43	3402.05	4878.48	3490.39	3029.83	5014.54	6552.5
Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1																																			5542.89
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A		834.902										6800.75	5856	6134.4	6044.86	5067.18	5237.55	1983.26				5553.97		6291.65	7316.87	6063.36	7527.97	6855.83	5863.95	4960.27	3764.07	2391.81	7395.54	6684.47	6099.68
Q92769	Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	26174.2	25683	20062.4	23845.1	17770.9	23227.7	20408.5	19362.2	19652.4	16807.2	12692	27713.3	29007.2	28334.8	29757.5	34108.4	33081	33758.5	30575.6	26840.9	33071.6	25832.4	25011.5	26774.7	26495.8	27603.1	27684.3	26024	28019.1	26699.7	24708.5	21898.3	24182	26508.9	26050.4
Q92771	Q92771;Q96FC9	DDX12_HUMAN	DDX12P	Putative ATP-dependent RNA helicase DDX12								1288.09				2724.12	2810.36	2818.1	2510.74	2696.1	2485.32			2250.05		1576.41		2692.27	2737.96	2728.45	3125.5	2517.03	2939.83	3350.52	3009.47	3101.73	2796.23	3176.3	2675.34
Q92796	Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3	2889.54	3396.49		3952.41	3577.88	2503.4		3048.86	2096.24	2079.97		2736.41	2384.87	3164.16	2969.52	2668.78	3554.92	4331.73	3335.87	4079.45	3324.84	1853.62	2921.95	2344.13	2797.6	3029.74	2994.08	2598.42	2299.67	2599.03	2496.99	2212.36	3146.96	3153.71	2626.24
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin		1126.04										4352.33	3938.92	4075.7	3443.88	1724.86	1449.49	1891.06	1426.21	1301.26	1566.57		1781.07	4131.81	3630.27	3702.2	3604.97	3471.43	3086.48	3372.68	3513.7	3746.44	3932.52	3690.29	4286.28
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	4450.39	3846.19	3594.62		5960.02	2960.2	6230.46		4908.63		2935.4	9517.87	9873.27	10985.8	11283.1	9489.68	8009.63	5285.22	5690.61	5180.85	4805.27		2125.36	11003.3	13257.6	12747.9	11041.3	12533.7	12869.5	11717.2	7805.09	7939.51	12545.8	13659.1	13374.5
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	27425.5	7605.97	18227.9	9479.29	23919.1	12034	29293.8	8771.75	11187.2	14052	23217.4	5569.69	3667.48	4691.14	9053.75	9825.94	4554.2	10477.7	11569.1	9607.34	4345.09	14338.9	8758.52	4332.85	3463.92	6878.4	11114.8	17127.2	2512.1		4699.83		4005.34	5301.7	7147.13
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	14798.5	17229.7	23242.6	21427.9	17368.5	28902.7	21117.9	24705	23213.6	21278.1	21369.4	10263.9			10769.4	18686		13985.8	20216.3	16755.3	19450.6	17028.5	16208.5	12053.6	13936.3	12732.9	11369.7		11601.8	10638.2	11964.2	12414.9	13514.7	11544.8	
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	52622.3	51685.3	47343.3	39972.2	41944.4	48063.3	40125.6	42836	45666.7	34444.9	29837.2	66171.2	63205	63250.9	62423.7	71253.4	64607.1	67578.7	70587.4	68367.2	55842.9	65382.4	58921.2	60403.3	61559.2	62838.6	61043.2	60899.6	60981.2	64157.8	62278.3	63998.9	62158.1	63888.7	62875.6
Q92845	Q92845	KIFA3_HUMAN	KIFAP3	Kinesin-associated protein 3		738.653										1836.49	1727.21	1887.96	1951.49	1592.96		1978.67				1127.58	1360.61	1526.55	1693.73	1757.52	1860.98	2277.57	1923.04	1879.54	1940.43	1814.28	2564.27	1856.25	1938.89
Q92878	Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	12350.1	8009.72	7723.52	7626.88	6519.34	5774.8	7774.88	6317.18	6859.91	6604.16	6050.9	11502.2	11313.5	11403	11492.5	11858.1	9959.33	11019.7	11608	11282.6	8941.29	9676.99	10024.8	10801.5	11064.3	11021.5	11566.9	11807.2	10420.6	11571.8	11219.1	10707.7	10530.5	11269	10325.8
Q92879	Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	5963.62	4365.84	5955.98	4113.63	7017.47	5723.55	4948.31	8671.24		5328.42	4998.74	6033.25	4357.43	5666.06	5219.17	5468.16	4998.11	5872.01	6105.47	5481.42	5972.22		6067.85	5302.81	5189.72	4542.74	4673.12	4337.81	4441.89	4184.14	5747.01	5764.07	4498.36	4982.17	4483.99
Q92888	Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	4237.73	2634.64	5068.64		4016.42	1155.04	4719.13	2108.9		1981.09		3489.94	3547.44	3997.31	4067.06	2945.05	3584.37	3860.82	4584.91	3999.43	2805.84	3871.83	1884.07	3206.9	3017.42	4033.4	4027.25	4047.06	2954.61	3144.14	3645.75	3759.54	3621.99	3577.92	3579.44
Q92889	Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF	5353.88	4250.6	5885.22	5952.7		2887.99		3174.92	4525.83	3491.16		6514.06	6552.98	6257.37	6795.22	6858.6	6348.17	7092.2	6934.34	6038.66	6044.58	6656.45		6168.82	5346.84	5661.34	7057.74	7942.23	5274.03	5955.61	6098.56	5668.96	5847.56	6673.94	6406.38
Q92890	Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1												5288.29	5766.64	5520.69	5291.2	6125.13								5766.54	5827.61	6548.65	6039.37	6018.47	6066.19	5904.24	6870.06	7322.11	5275.7	3744.22	4131.26
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	29763.2	25601.8	24201.4	26290.7	22627.8	23523.9	23586.6	23362.2	20606.3	22166.9	20673.3	45477.1	47965.9	49100	49560.7	46818.3	44981.6	36356.3	41830.7	37369.5	37852.3	33655.5	28888.1	45175.2	46631.5	46227.1	46456.4	44487.3	47194.2	46214	44817.5	44873.8	45928.1	47240.5	41798.4
Q92914	Q92914	FGF11_HUMAN	FGF11	Fibroblast growth factor 11	47684.2	7907.17	51801.5	13213.8	49397.6	14627.9	66872.4	20004.9	41577	30991.3	65729.9	15772.9	9129.49	9630.26	20353.6	17156.2	2302.77	33468.6	54621.3	32097.5	6237.06	80867.3	33398.7	12783.1		16460.6	51633.1	64089	3102.43		9920.72		16554.2	8263.64	12635.1
Q92922	Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	8620.62	9626.51	5633.28	7246.21	6134.12	8676.37	8374.08	9446.85	7314.8	7123.49	6544.26	7631.04	8482.47	7824.59	7441.84	8854.79	9249.15	9289.88	7852.16	9576.84	9452	8397.23	9433.6	8166.38	8715.26	7836.7	7930.98	7441.28	7826.32	7285.45	8149.06	8368.19	8740.43	7532.49	8698.89
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	58972.3	67114.1	65748.2	74491.1	69135.3	67196.7	64407	94271.2	90168.2	77569.7	66432.6	76099.6	80167.5	75224.4	80839.1	70675.8	72879.5	71452.5	60430.1	69100.8	68227.3	65697.7	65759.7	75997.2	80016.4	76146.9	75152.6	80201.6	81417	82501.8	78918.2	80054.2	78614.6	74118.3	73527.2
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	6310.65	6918.55	5683.17	4170.22	5279.94	4698.14	5912.58	3660.74	6390.44	5740.61	5913.38	7234.96	6898.96	6102.72	6189.71	7399.13	6962.21	8128.33	6075.27	8228.69	8098.32	7371.14	7745.07	6378.24	6031.19	6815.08	7855.73	6288.86	6631.48	7369.32	7407.34	6446.8	6778.93	5841.18	7283.35
Q92974	Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2		3570.25				2940.16		5269.21		5498.76	7138.58	7364.01	7943.36	8424.16	8622.45	8886.77	7775.22	7280.27	9165.08	7122.1	6216.01	5161.14	5485.74	6884.95	6958.66	6190.75	7864.99	7864.48	7901.44	6175.55	7430.85	7525.31	9765.95	8697.71	8013.83
Q92979	Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	9769.23	9257.82	7219.07	8220.1	6698.31	8344.09	6025.17	8387.09	6571.65	5330.7	4765.34	18367.9	17430.1	18305.1	18544.4	16950.6	17086.5	12776.8	13880.6	14211.5	12156.3	11172.8	11434.8	17892	18142.4	18234.3	17488.8	16664	18412.5	20373.5	18023.5	17353.5	16811.5	17868.6	15573.1
Q92989	Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	4062.66	3677.71	3175.57	3315.85	2810.87	2080.23		1657.53		1624.24	2895.46	5216.05	5113.96	5400.15	5327.29	4894.37	3736.96	6290.71	5359.93	3748.99	4460.22	3966.13	3599.76	5263.31	5095.31	4951.29	4195.9	5754.43	5117.16	4074.72	5980.24	5394.07	4790.18	4369.61	4828.32
Q93008	Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X		3812.37	4890.67					7369.5	3539.64			4470.14	4837.29	4800.21	4730.2	6142.36	4783.08	5772.68	1402.17	4483.54	4803.87	5297.82	4676.91	5202.39	5178.16	4307.23	5153.3	5445.14	4440.95	4150.55	4708.67	4798.25	4964.58	4762.6	4928.96
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	8631.36	5414.39	6757.23	7489.77	6403.44	4872.27	6669.72	6473.07	3970.25	5625	94741.6	10887.9	10213.4	10442.1	10835.3	7141.42	8114.66	8386.58	8605.11	7333.36	6793.61	7117.95	6912.56	10952.2	10410.6	10317.1	10753.9	11334.5	10645.1	9246.36	10458.1	10532.9	10904	11217.5	10194.4
Q93050	Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a isoform 1		4419.24	5989.18		7447.4		8824.06			5421.57	6811.57	2923.54	3057.8	2872.41	1910.87	4930.56		7162.79	11099.8	10837	11002.4	8324.68	5069.76	3009.69	2542.94	4287.91	4191.25	3698.22	2548.51	3160.27	3963.95	3388.11	3078.83	2597.3	6908.64
Q93098	Q93098	WNT8B_HUMAN	WNT8B	Protein Wnt-8b										5348.85		1912.62			1805.06	4709.17										5758.51	2102.38				841.247	2545.79	1683.94		1410.35
Q969E8	Q969E8	TSR2_HUMAN	TSR2	Pre-rRNA-processing protein TSR2 homolog												2127.21	1784.98	1825.77	2272.34									1724.88	1977.19		2267.13		1959.65	722.112	1082.05	898.379	1975.94	1882.43	1534.02
Q969F9	Q969F9	HPS3_HUMAN	HPS3	Hermansky-Pudlak syndrome 3 protein												1065.29	1009.12	1006.14	1167.25									852.79	837.492	1029.66	1308.98	1289.74	560.203	1142.07	973.802	881.6	896.011	854.632	583.424
Q969G3	Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	6875.54	4309.08	5263.34	5511.67	6196.63	3948	7007.85	4529.31	5653.78	4328.81	9858.39	5252.21	4498.64	5554.3	3976.52	5962.84	3980.78	5231.5	5472.1	6291.5	5572.66	5718.79	6088.01	4496.74	5286.32	4325.14	4215.98	5732.05	4111	3902.94	5231.67	5010.01	4366.71	5413.15	4271.28
Q969L2	Q969L2	MAL2_HUMAN	MAL2	Protein MAL2	6837.84	2551.83	2838.98			2957.78	8080.91	2575.68		3843.63	4238.98	1592.78	1656.08	3087.08	3147.48	4687.91		3311.24	4055.25	4323.75	4168.8	4650.34		984.704		1640.49	2742.75	2190.95	1276.55		1233.43	654.057	1076.02	1346.41	2987.31
Q969U7	Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	1114.95	2360.4	1789.14	1191.17	1530.75	2124.67	1431.98	1985.01	2248.77		1265.96	5584.07	5850.78	5289.13	6661.92	3314.45	3243.07	3200	3469.2	1893.42	2793	1373.69	2041.7	6492.34	6725.09	7218.64	6135.45	5485.35	6125.73	6374.48	6015.06	6014.1	5642.63	5959.86	6018.24
Q96A26	Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A			2318.85		2723.16	1679.1			3266.2		2613.28	884.935	728.095		512.257		1841.83	1512.68	1736.44	2475.81		2285.82			927.342	806.989	898.025	839.643	485.824		451.709	861.791			2827.65
