Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014892CK_Slot1-01_1_3148.d	TU014893CK_Slot1-02_1_3149.d	TU014894CK_Slot1-03_1_3150.d	TU014895CK_Slot1-04_1_3151.d	TU014896CK_Slot1-05_1_3152.d	TU014897CK_Slot1-06_1_3153.d	TU014898CK_Slot1-07_1_3154.d	TU014899CK_Slot1-08_1_3155.d	TU014900CK_Slot1-09_1_3156.d	TU014901CK_Slot1-10_1_3157.d	TU014902CK_Slot1-11_1_3158.d	TU014903CK_Slot1-12_1_3159.d	TU014905CK_Slot1-25_1_3161.d	TU014906CK_Slot1-26_1_3162.d	TU014907CK_Slot1-27_1_3163.d	TU014908CK_Slot1-28_1_3164.d	TU014910CK_Slot1-30_1_3166.d	TU014911CK_Slot1-31_1_3167.d	TU014912CK_Slot1-32_1_3168.d	TU014913CK_Slot1-33_1_3169.d	TU014914CK_Slot1-34_1_3170.d	TU014915CK_Slot1-35_1_3171.d	TU014916CK_Slot1-36_1_3172.d	TU014919CK_Slot1-14_1_3177.d	TU014920CK_Slot1-15_1_3178.d	TU014921CK_Slot1-16_1_3179.d	TU014922CK_Slot1-17_1_3180.d	TU014923CK_Slot1-18_1_3181.d	TU014924CK_Slot1-19_1_3182.d	TU014925CK_Slot1-20_1_3183.d	TU014926CK_Slot1-21_1_3184.d	TU014927CK_Slot1-22_1_3185.d	TU014928CK_Slot1-23_1_3186.d	TU014931CK_Slot1-37_1_3189.d	TU014932CK_Slot1-38_1_3190.d	TU014933CK_Slot1-39_1_3191.d	TU014934CK_Slot1-40_1_3192.d	TU014935CK_Slot1-41_1_3193.d	TU014936CK_Slot1-42_1_3194.d	TU014938CK_Slot1-44_1_3196.d	TU014939CK_Slot1-45_1_3197.d	TU014940CK_Slot1-46_1_3198.d	TU014941CK_Slot1-47_1_3199.d	TU014942CK_Slot1-48_1_3200.d
Q92616	Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	12585.9	12347.7	13051.2	11883.1	12141.9	13161	11840.7	11374.7	12593.4	12909.7	14561	10510	12053.7	13533.5	11387.8	12125.3	13338.5	14649.4	13264.5	12918.9	15007	13893.8	14132	14748.6	14664.7	15295.4	15222.9	14809.9	15282	15515.1	15583.3	14354.5	15865.2	15504.9	15757.1	15529.1	15618.7	15280.9	14797.8	16892.1	14716.2	14723.7	14950.1	15716.3
Q92620	Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	2568.31	2327.85	2577.79	2413.47	2750.07	2379.36	2395.05	2315.49	2569.58	2458.92		2888.84	2716.25	2344.12	2993.01	2073.43	2664.81	1887.77	2327.95	2226.98	2261.22	2414.15	2241.84	3874.88	3463.32	3778.81	3983.32	3670.41	3958.97	3865.58	3892.88	3679.5	3732.61	3239.78	3358.09	3044.84	3821.35	3381.21	3180.27	3193.14	3929.05	4051.17	3877.26	3895.95
Q92625	Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	821.565	749.844	1089.12	780.955	567.465	727.832	704.741	679.246	970.637	559.119		1486.29	518.586	542.735	818.815	1007.74	755.545	744.84	766.412	697.309	749.721	361.457	728.757				1400.35	1392.41		1895.55	1539.7	1031.76	997.547	1248.89	1359.22	1080.61		1708.43		1093.65				1130.78
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog	456.273		343.326	158.683	675.439	399.717			461.636				305.58	385.866				318.622	329.068			514.865	827.405		1274.56		903.628			1271.92	1321.54				842.445		1008.11		1048.93		1257.9			
Q92686	Q92686	NEUG_HUMAN	NRGN	Neurogranin	4879.56	5545.52	5401.42	5076.47	3175.04	4168.75	4764.81	3343.75	4803.88	5985.89		4039.86	3366.32	5574.31	4312	6286.08	5372.41	4343.24	3239.09	4520	6290.5	3123.85	5332.55	2638.28	1990.01	1880.78	2117.37	2057.31	1725.8	1897.63	2102.1	2060	2988.45	2174.36	3825.07		1546.61	2140.62	1974.35	2052.01	1815.34			
Q92733	Q92733	PRCC_HUMAN	PRCC	Proline-rich protein PRCC	1779.72	1551.16	2464.09	2217.93	1768.13	1908.34	2145.37	2355.84	1793.5	2633.8		2364.59	1920.49	1050.11	2328.88	1540.07	1601.72	1669.15	1182.99	1841.25	1663.28	1143.17	1457.45	3335.57	4628.13	3396.52	3571.69	3759.14	3804.11	3560.36	3175.06	3647.27	3829.23	3009.41	3093.6	3522.18	3239.71	3039.17	3500.92	3296.59	3154.24	3387.65	3582.28	3884.96
Q92734	Q92734	TFG_HUMAN	TFG	Protein TFG	2263.06	1770.92	1668.82	1601.59	2024.45	2348.87	3202.32	2164.87	1838.94	1158.55		1830.51	1085.53	1937.67	1617.05		1981.57	1815.27	1514.78	2393.69	1277.74	1460.34	1856.69	5515.46	3630.63	5090.61			4544.37		3703.43				3049.63			3524.55	4141.25	2497.07				2747.4
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	2108.29	2221.6	2177.36	2135.08	1790.38	2488.8	4028.72	1862.59	1946.28	2342.14	1318.62	2114.84	2085.76	1987.95	1892.09	1755.16	2028.51	2159.59	2380.13	2957.53	1769.99	2353.18	2276.97	3781.41	4396.87	3687.63	4196.59	5030.74	3678.31	4270.7	4126.4	4091.25	3815.82	5273.96	4061.57	4175.02	4443.23	4644.99	5253.61	4292.11	4486.89	4882.5		3153.99
Q92759	Q92759	TF2H4_HUMAN	GTF2H4	General transcription factor IIH subunit 4	373.117	335.128		112.659		129.643	672.735	193.71	548.039				598.166	345.114		213.5	610.185	152.395	478.457	468.136		323.711	315.915	799.73	882.394	841.151	857.673	820.131	681.632	713.59	704.768	1153.86		874.535	812.265		759.736	662.202	892.751	739.618		900.573		918.202
Q92764	Q92764	KRT35_HUMAN	KRT35	Keratin, type I cuticular Ha5																																	7505.96											
Q92769	Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	11033	9345.38	11749.6	11794.9	10858.3	9545.24	10287.9	9373.46	10113.3	9930.23	8995.62	8368.19	10628.7	13782.6	10411.1	12839.4	13365.7	13201.3	14662.3	13851.1	11214.3	10534.6	13009.7	12292.5	10817.3	12182.1	12174.7	11153.3	13382.7	11716.5	10812.8	12486.5	11023.2	11102.9	9923.8	11010.6	12448.3	11454	7748.35	11170.4	5779.36	7747.25	10918.7	8797.24
Q92785	Q92785	REQU_HUMAN	DPF2	Zinc finger protein ubi-d4	1780.3	1930.44	1922.72	1912.18	1974.81	1708.38	1698.07	1473.37	2079.53	3841.57		2263.31	2498.96	1456.09	1969.5	1112.34	1725.2	1480.3	2134.03	1676.26	1265.35	1178.37	1395.89		3353.86		3965.89		3257.84	3225.85	3429.58	3629.49		3667.98	4113.07	3591.4	4017.78	3779.39		3538.68			3284.63	
Q92793	Q92793	CBP_HUMAN	CREBBP	CREB-binding protein	701.683	906.221	992.769	812.863	706.894	1192.72	668.134	650.464	828.08					855.779	981.114	796.459	992.907	1108.31	755.849	864.441		822.892	956.245	1498.89	1846.83	2145.09	1494.89	1884.52	1475.04	1446.7	1728.47	1557.95		1432.33	1769.54	1386.98	1531.94	1770.29	1287.98	1903.4	1275.33	1887.72	2522.58	
Q92796	Q15700;Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3	1951.58	1684.07	2414.25	2106	2267.71	2075.17	2092.37	2161.25	2013.02	2049.15	7171.87	2241.44	2313.62	2164.06	2176.23	2025.58	1996.73	2361.02	1739.88	2382.3	2255.36	1584.74	2306.53	2625.42	2626.68	2516.17	2625.07	2393.96	2897.9	2717.88	2401.32	2478.37	2768.85	2646.85	2289.72	2462.63	2542.36	2479.35	2567.36	2233.69	2151.82	2681.86	2665.8	2286.19
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin	970.717	736.558	1117.29	1127.58	959.471	993.329	843.379	1097.19	1035.96	1653.8		1193.28	1342.31	991.243	1360.78	1310.21	843.033	784.014	1216.81	901.45	815.834	663.634	844.439	1582.09	1644.57	1604.83	1351.87	1485.99	1634.99	1740.86	1603.94	1583.67	1724.89	1711.93	1561.45	1664.09	1758.13	1741.21	1629.19	1840.62	2081.26	1593.43	1625.23	1984.21
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	7053.79	5787.74	7730.93	4643.2	4788.44	4108.4	6258.9	6724.95	7134.02	6651.13		6191.37	6323.94	6661.22	5028.51	9715.99	8150.5	5295.69	4464.49	7242.42	7253.38	4991.25	4858.73	6188.68	6434.98	5511.96	6645.27	4534.46	5977.84	6309.35	7084.39	5239.93	4858.53	5498.82			5809.93	5114.74	5547.98				8514.05	
Q92817	Q92817	EVPL_HUMAN	EVPL	Envoplakin							2674.41						575.324	502.514												2198.38		1029.55																
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	1263.05	1351.63	1064.98	1029.72	1014.72	1385.72	1249.9	1481.02	1503.59	1446		1675.21	3963.7	1724.03	961.936	700.34	1253.87	788.297	780.953	1165.55	547.681	1289.14	1427.69	3258.36	3533.72	3337.45	2394.22	3213.85	2737.11	3736.96	2564.23	2910.74	2571.13	2810.46	2840.81	3252.41	2436.54	2654.37	3471.01	2730.02	5679.6	3187.43	2737.26	1674.17
Q92835	Q92835	SHIP1_HUMAN	INPP5D	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1								838.885						1981.39										931.143	1100.43		1136.69	1348.79	1028.92	1185.55	1179.36	1002.2	1255.06	1037.99	1000.44		968.129	1046.43	1156.84	1009.25				970.351
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1		18729.4	20158.5	23127.7	22106.4		21147.4	24545.2		14431.5		24160.5			18988.1			19178.8	17071.1	21349.2	11127.9	20688.3		15507.8		15615.6		14210.3	15700.3		14291.1		13923.1				13655.6		13517.1	14057.3			7179.15	17127.9
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	69469.7	65022.5	68732.5	67034	63104.3	59358.7	60190.5	66147.1	65373	53750.6	42761.8	61461.4	67136.9	66155.2	69268	52247.3	63910.8	63197.8	64987.9	66216.9	52933.1	63665.4	58890.9	53848.2	57176.3	55340.6	54788	56245.8	56297.4	53364.5	54017.7	54748.5	52324	53873.6	48464.4	48498.7	49723.1	51328.8	45831.5	49901.8	40961	45922.7	41451.2	53651.4
Q92845	Q92845	KIFA3_HUMAN	KIFAP3	Kinesin-associated protein 3		463.817	737.523	721.17			323.527	327.688		1054.56				781.739			895.393		724.478		1254.85	691.761	1072.59																					
Q92878	Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	14772.5	16298.1	14935.6	15080.4	14788.8	15168.5	14462.1	15143	13986	12505.2	25252.5	13600.3	15629.6	16814.6	14413.7	14756.3	17194.6	16237.9	16468.7	16531.1	14069.5	17223.1	16042.8	19709	18619	18583.3	18121.4	18705	18029.6	19534.6	18465.1	18442.1	18010.1	19712.2	21612.3	18583.3	18969	19046.3	18602.6	21420.3	16347.1	18878.3	20945.7	15585.9
Q92879	O95319;Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	2224.65	1811.57	1635.13	1949.07	2375.8	1722.04	1831.54	2453.56	1982.74	1309.98		1655.95	2446.71	1666.57	2367.74	1424.58	2338.83	2238.3	2133.34	2015.51	1017.68	1967.4	2381.97	3848.57	5893.73	3004.41	3639.8	3996.04	3446.52	3744.52	2249.69	3171.51	3794.01	4111	3247.77	2141.27	2966.65	2633.23	3349.73	2748.92	5446.7	3893.81		
Q92888	Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	5217.04	5165.14	5830.65	5371.1	5567.63	5101.96	4797.84	4856.1	4877.23	6171.96	8667.75	4991.02	5352.95	5073.51	5620.09	5565.88	4534.34	4148.48	4719.55	4855	6016.42	4328.52	4446.05	6383.48	7850.4	7032.06	6336.22	6464.06	6349.97	6036.97	6364.51	6762.07	7079.97	6175.93	6544.17	6400.49	5857.8	6338.49	6245.54	6493	5614.48	6121.95	6777.03	6351.02
Q92889	Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF	2165.11	1804.38	1778.63	2066.9	1601.98	1788.65	2109.17	1739.94	1901.94	2389.83		1803.56	2158.18	2254.41	1840.35	2587.43	2164.08	1905.4	1853.39	1915.39	1922.04	1972.21	1608.87	3492.77	4179.42	3990.29	3535.83	4299.13	4134.77	3824.34	4357.8	4158.04	4113.31	3523.26	3292.25	3633.67	3662.47	4077.36	3701.16	4010.45	4200.87	3552.36	4088.82	3612.01
Q92890	Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1	6631.17	6650.9	6320.58	6715.52	6817.76	6767.17	6255.51	6255.86	6958.44	6579.7	6003.15	8134.8	6944.91	6513.87	5956.75	5624.45	6516.51	6241.19	5975.5	6151.13	5061	6559.82	5692.5	8022.39	8079.82	7798.2	7976.34	7431.86	7689.08	7889.83	7885.9	8370.42	5512.54	7524.53	7734.93	7483.51	6517.44	7072.05	6754.56	6530.2	6820.12	7077.54	6809.48	7211.25
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	12811.9	12684.2	13309.6	12661.6	13932.9	13211.7	12653.8	12636.2	14701.8	13479	15203.7	12640.7	11502.5	14377.3	13306.8	14039.4	13730.1	14026.6	14593.8	13812.3	14617.8	14422.7	13421.9	16591.4	17332.9	16041.6	17037.5	15436.2	16558	16827	15783.3	14598.9	14414.6	16308.4	15648.9	15839.3	15966.1	16208.5	15131.4	14887.8	15375.3	14288.2	13909.4	13408.4
Q92917	Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein	4456.1	4427.78	3868.2	4520.14	5004.14	4202.32	3775.86	4027.39	4338.42	3643.07	7439.3	4750.09	4823.6	3756.66	5275.15	3263.02	3646.8	4141.97	3820.82	4245.3	3588.09	3670.21	3626.64	6427.37	6585.16	6140.31	6084.7	5544.18	5827.43	6578.86	5903.96	6165.42	7461.41	5256.68	5806.35	5177.57	5713.51	5086.02	4899.43	5818.6		5602.33	5331.98	6340.5
Q92918	Q92918	M4K1_HUMAN	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1				122.382		441.048							203.626	227.256								587.163																						
Q92922	Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	5845.94	6115.13	5733.8	6013.44	6030.62	4999.65	5214.15	5428.43	6392.9	6611.92		5850.1	6056.22	5717.47	5020.56	6005.7	5964.65	6191.01	6365.57	5119.18	6544.75	4785.06	6546.72	6471	7185.58	5996.73	6378.91	6758.45	6308.42	6451.29	8202.95	6410.97	6321.73	7236.46	6148.53	7938	7083.25	5431.65	7002.19	6589.47	7587.95	7010.08	7477.32	7069.38
Q92925	Q92925	SMRD2_HUMAN	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	1272.99	1232.87	1256.96	1226.14	1379.43	1044.7	869.775	1355.61	1089.45	1466.79		946.975	1661.31	1106.95	1410.62	1589.14	1685.69	1063.77	1234.04	1151.04	1311.93	1209.9	1138.7	999.995		2789.69			3166.89				2866.55				2836.48				3283.32		4637.26	
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	64107	63957.7	67243.5	60036.5	64598.6	59876.7	67152	64486.7	65160.4	87381.5	52008.9	65096.7	57021.5	64356.7	72677.6	73966.5	61540.8	62595.1	60657.7	59125.3	75784.6	59709.1	60719.9	44125.2	33201.5	40303.1	39561.9	39268.4	36504	35499.9	38350	39630.2	37432.1	38210.4	37635	43700.9	30977.2	34972.3	35660.5	34956.7	26093.6	28114.2	42653.2	36953.5
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	1875.42	935.468	1387.07	1848.97	1568.22	1697.11	1101.66	1163.91	1408.73	1072.8	979.686	1902.03	1909.25	1956.17	1692.76	1669.58	1397.89	1158.32	1827.28	1474.96	1478.06	1703.17	1476.91	1923.19	1541.77	2062.93	2040.42	2122.63	1941.8	1701.72	2350.95	2143.26	2097.52	1919.3	2225.92	2622.63	1986.67	2296.86	2186.1	1987.42	2462.17	2232.37	2439.16	2260.91
Q92974	Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	2690.11	2844.43	2882.36	2694.6	3274.81	2514.77	2814.29	2569.76	2527.09	2540.87	3805.41	3340.68	3032.3	2782.96	3200.99	3255.59	3275.82	2497.33	2888.15	3135.1	1841.72	3115.71	2782.57	4878.93	5366.27	4624.87	4864.17	4724.84	4830.7	5057.7	4665.61	4432.75	4102.93	4568.57	4393.61	4066.53	4384.16	4276.2	4514.08	4990.54	7274.6	4546.08	3561.08	4617.48
Q92979	Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	7430.79	6533.69	6187.19	6229.57	5557.96	6106.5	5408.31	5434.64	6680.87	5279.58	6770.59	6335.36	6079.26	6349.75	5619.12	7211.19	8067.77	7123.32	7542.85	7719	7621.98	7918.02	7129.45	6279.48	6411.4	6339.33	6077.14	4845.23	5698.65	6106.54	5738	5792.86	5572.79	5332.92	6454.18	6035.04	5087.1	3925.39	6539.65	6653.78	6784.76	7118.22	3633.24	6507.25
Q92989	Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	1373.39	1091.82	1528.74	1051.36	1145.76	726.605	1148.79	1389.37	1430.19	1287.26		1304.12	1453.22	1316.49	1583.32	1440.08	1422.54	1145.86	1328.52	1015.77	1485.63	1521.85	1470.38	1229.7	1468.59	1507.82		1344.8	1494.14			1782.69		1197.04	1603.26	1688.13	1327.24	1677.11	1570.04	1226.17	1875.71	1572.78	1414.88	1553.75
Q92997	Q92997	DVL3_HUMAN	DVL3	Segment polarity protein dishevelled homolog DVL-3	1690.97			1864.29	2089.26	1647.96	1526.76	1966.17	2872.28			4231.93		1777.82			1461.59	1879.61	745.771	1883.05		1208.15	937.88																					
Q93008	Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	484.796	779.247	698.673	753.116	887.716	807.138	522.665	675.405		732.576				995.711	1197.81		1033.16	457.515	833.38	1002.57	165.897	1191.2	1206.51	1495.49		1754.24	1615.75								1745.61	1861.16		1608.68	2068.39	1664.36				
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	3892.2	3894.78	3689.71	3912.27	4125.59	3798.8	4784.99	3660.92	3958.19	4710.1	5269.22	4362.96	3983.17	4414.66	4095.44	3240.06	4883.29	4556.44	4364.91	4684.7	4343.72	4486.3	5261.45	5508.47	5546.24	6015.11	5247.53	5559.45	5888.61	5163.16	5187.42	5315.07	5447.59	5492.73	5875.17	5268.38	5920.22	6061.56	5443.59	5543.47	5702.26	5256.75	5140.58	4864.36
Q93034	Q93034	CUL5_HUMAN	CUL5	Cullin-5	561.799					510.393									1009.88						687.407		1067.93			1721.53		2057.46	1790.57	2128.44	2369.59	2732.81		2051.1	2097.07	2377.63						1985.25	2690.76	
Q93045	Q93045	STMN2_HUMAN	STMN2	Stathmin-2		1467.3																																										
Q93050	Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a isoform 1	562.232	748.645			1657.72	669.4	1481.91	872.275	1918.96			1711.7	2707.71	968			849.254	1538.93		1618.13		1237.58				1939.91	4504.7			3001.82	3873.94		4401.55		3711.25	4421.63	4111.84		3852.04	1801.45		2901.96		1590.41
Q93052	Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	813.729	1061.26	1008.39	863.607	1143.17	1188.95	1284.13	1218.59	1078.28	2382.3		2900.91	1771.61	1317.07	1135.3	1972.75	1362.04	881.64	823.416	1256.73	1950.22	954.365	1377.72	1966.14		2320.64	2037.88	2509.36			2190.53		1740.25			2878.38	1138.1	1037.9	2174.58					1668.92
Q93074	Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12	204.093	165.583		352.599	179.796	312.261	299.724		461.385					435.386		1238.18	303.292	875.084		527.652	588.902	94.0075			568.581	651.431	800.621	673.133	667.263	733.114	659.357	520.546		549.994	580.522	601.077	590.094	747.53	672.053	571.691		1022.67	857.869	724.028
Q93098	Q93098	WNT8B_HUMAN	WNT8B	Protein Wnt-8b						323.132			506.511						2001.71															1541.59														
Q969E8	Q969E8	TSR2_HUMAN	TSR2	Pre-rRNA-processing protein TSR2 homolog	707.622	623.605	527.217	433.145	906.149	908.835	821.359	425.827	698.14			431.718		802.787			598.262	1364.71	460.386	966.661		694.709	637.262		1852.12	1429.82	1516.74	1613.04		1839.67	1604.29	1519.38		1598.55	1948.55	1281.03	1643.07	1578.69	1440.66	1447.94				865.902
Q969G3	Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	4398.8	3960.28	3810.24	4366.07	4929.71	4638.01	4270.29	4092.96	4733.27	5129.18	3853.14	6964.57	4947.96	4793.69	4324.64	4701.04	3181.8	4425.39	3374.54	3573.06	4669.88	3094.44	4693.39	4191.81	4939.94	3435.06	6418	4918.69	5338.99	5911.79	7549.21	6272.8	9409.95	4503.49	7014.94	8476.88	786.036	6949.4	9131.28	7666.23	8283.54	5603.36	9310.63	7815.41
Q969H8	Q969H8	MYDGF_HUMAN	MYDGF	Myeloid-derived growth factor	1965.99	1053.46	1316.43	1626.77	1519.87	1577.98	1632.4	1334.9	2110.79	1358.96		3033.2	1927.92	1365.83	1110.99	1820.57	1620.47	1913.9	1585.81	2132.03	1810.54	2247.81	1762.46	160684	20158.3			109531	12963.5	16774	14301.4	15103.4		16097.8	15948.3	91328.4	31185.5	29377.9	22535.2	22866.4	17845	20573.1	14747.4	39194.6
Q969J3	Q969J3	BORC5_HUMAN	BORCS5	BLOC-1-related complex subunit 5	4399.82	4052.36	4425.24	4039.3	4774.8	3820.37	4826.8	4307.6	3961.61	3130.06	8704.38	5370.3	4859.61	3486.99	3836.46	2423.79	4407.32	4091.15	3017.81	2809.17	3205.68	3872.26	3136.39	8687.14	9884.04	8273.3	9129.25	9438.81	9423.63	8855.08	9258.84	8670.53	10171	8698.68	7853.7	7101.88	7223.67	7638.99	7165.8	8156.99	6273.36	6882.68	7387.01	10107.7
Q969L2	Q969L2	MAL2_HUMAN	MAL2	Protein MAL2							1561.41	1527.36				572.155	2044.53	3665.31			533.083																											
Q969M3	Q969M3	YIPF5_HUMAN	YIPF5	Protein YIPF5	227.133		232.1	306.447	306.552		301.197	194.236	234.905			409.849	649.408	256.59	762.581	368.311	265.658	225.454		413.587		105.942	453.518																					
Q969P6	Q969P6	TOP1M_HUMAN	TOP1MT	DNA topoisomerase I, mitochondrial	3235.67	1862.81	2761.28	3317.39	2495.12	2927.41	2397.29	2768.5	3233.87	1520.56		2386.09	2498.89	3184.34	2246.61	3403.47	4170.27	4048.77	3818.19	4686.6	3837.86	3080.5	3671.95																					
Q969Q0	Q969Q0	RL36L_HUMAN	RPL36AL	60S ribosomal protein L36a-like	1210.67	1541.05	1050.46	1209.77	1456.47	1176.79	1130.15	1380.25	1319.3	1319.49		1095.62		1413.89	1526.43	1146.58	1709.91	2034.03	1312.3	1041.57	1787.89	1470.43	1589.4																					
Q969S3	Q969S3	ZN622_HUMAN	ZNF622	Zinc finger protein 622	2246.46	2288.94	2262.68	2705.73	2030.55	2147.64	2020.65	2163.29	2144	3092.71	3705.42	2649.91	2791.29	1745.54	2938.93	3037.95	2162.33	2249.76	2156.46	1699.83	2510.21	2113.23	1685.19																					
Q969U7	Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	1364.73	1572.02	1303.64	2567.05	1836.39	1211.79	1251.94	1913.43	1200.33	1057.04		3507.24	1254.41	2236.61	1491.98	1567.43	1926.34	1281.17	1682.25	1149.58	2550.54	1948.45	1283.75	2592.9	2605.4	2398.52	2299.8	3393.97	3164.78	3182.67	2815.94	3084.48	2485.26	3205.14	2576	3392.67	2756.46	2544.09	3091.04	2642.58	2944.83	3005.57	2777.99	2378.93
Q969V6	Q969V6	MRTFA_HUMAN	MRTFA	Myocardin-related transcription factor A	1804.86	1414.78	1681.2	1910.07	1449.28	1329.86	1669.04	1466.68	1739.9	1530.5		1191.27	1795.71	1421.41	2443.99	1944.34	1714.7	1350.97	1239.68	1306.88	1485.06	1203.98	997.353	3340.57				4181.16		2285.55														
Q969X6	Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog		617.052	780.025	337.921	777.372	354.308	657.403		377.63				458.403	797.897				513.575	410.85	593.826		891.882	469.916																					
Q96A65	Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	4674	4713.52	3911.73	4840.51	4744.1	4913.4	5075.88	4324.74	4960.03	6541.67		4699.16	4297.8	4309.24	6642.25	6732.12	5694.77	5289.41	4942.74	3814.05	7106.06	4427.13	4080.66	3526.97	3951.34	3482.19	3795	4155.86	3413.18	3568.51	3578.01	4721.84	4129.25	3442.93	3419.95	3939.56	3629.47	3747.41	3261.63	3603.13	3793.06	4624.5	3544.91	3986.15
Q96AA8	Q96AA8	JKIP2_HUMAN	JAKMIP2	Janus kinase and microtubule-interacting protein 2		1816.74		2314.84			3685.21	3994.48	2549.78			4124		3412.21				3136.4		5706.97	3110.79	1668.07			2872.97			2831.28	2453.71													2958.41		
Q96AB3	Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	1136.14	983.214	1361.27	1063.64	1270.07	2378.11	1061.34	993.843	1470.5	729.336			2121.27	1454.63		797.456	1190.31	956.85	1910.01	1519.86	1222.73	3446.3	1640.7	1794.66	1801.36	1734.27	2741.58	2209.69	2003.15	1884.48	2434.64	1730.72	2262.47	1877.59	2097.63	2153.74	1766.75	1816.61	1909.89	1893.87		2055.37		1787.67
Q96AC1	Q96AC1;Q9BQL6	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	3104.81	3293.88	2526.84	4353.96	2847.29	2984.81	3531.56	2969.86	3540.33	5098.58		5415.42	2727.68	3201.41	2467.06	3095.81	2921.63	3171.96	2890.79	3333.48	3959.97	3564.82	3542.64	5049.41	3929.46	4700.21	4725.18	5021.07	4034.23	6083.17	4518.19	4831.66	4467.41	6347.85	5285.09	3237.47	4086.7	3991.22	4029.37	4817.96	7341.88	5096.69	3335.33	4005.44
Q96AE4	Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	50620.2	50574.2	52633.1	51285.4	51769.5	50989.6	48874.7	51124.9	51928.3	52347.4	28495.9	62256.9	52474.2	50177.2	56841.5	43476.7	43749.5	42792.8	40464.8	43353.9	37536.9	41124.2	40519.9	34471.5	27951.3	28512	32079.2	29016.6	28508.4	29046.7	24587.3	26894.3	21837.4	24470.4	25151.1	20165.8	21633.2	20832.5	21186.2	24826.3	10980.7	21822.5	14503.2	24017.9
Q96AG4	Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	2677.99	3284.61	3105.99	3608.41	3140.32	3511.04	3325.07	3204.61	3809.15	1885.52		3603.11	2719.09	3788.54	3264.82	1574.04	3290.13	3135.83	3004.55	3213.37	2709.59	3985.77	4893.89	2347.03	1855.33	1714.75	2232.88	1979	2307.33	1810.43	2109.43	1624.54	2036.97	2087.66	2113.42	1191.99	1491.09	1737.16	1652.78	1591.43	876.098	1336.69		1313.38
